Menu Item,Calories,Fat Cal.,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrate (g),Dietary Fiber (g),Sugars (g),Protein (g),Vitamin A (%),Vitamin C (%),Calcium (%),Iron (%),Vegetarian,Vegan,Contains Peanuts,Contains Tree Nuts,Contains Wheat,Contains Soy,Contains Dairy,Contains Eggs,Contains Shellfish,Contains Fish,Add-on
Sweet & Spicy Sesame Wings,553,243,26.9,7.4,0,111.8,1112.6,38.2,0.5,34.2,36.7,4,51,4,28,0,0,0,0,1,1,0,0,0,0,0
BLT & Avocado Roll,464,233,25.8,4.4,0,23.8,1501,85.8,7.5,4.4,15.8,482,90,22,32,0,0,0,0,1,1,1,1,0,1,0
BLT & Avocado Roll Sample Box,416,145,16.1,2.7,0,15.1,1216.2,103.1,7.1,5.3,12.2,242,51,21,42,0,0,0,0,1,1,1,1,1,1,0
California Roll,388,55,6.1,1,0,12.7,1183.3,123.6,6,7.8,10.4,2,10,21,51,0,0,0,0,1,1,1,1,1,1,0
Cucumber & Avocado Roll,348,59,6.5,1,0,0,679.4,117.1,7.2,4.8,6.9,4,15,21,51,0,0,0,0,1,1,1,0,0,1,0
Spicy Shrimp Roll,272,22,2.5,0.3,0,65.3,1349.9,84.5,6.6,3.7,20.3,476,92,24,34,0,0,0,0,1,1,1,1,1,1,0
Spicy Shrimp Roll Sample Box,320,40,4.4,0.7,0,35.8,1140.6,102.5,6.6,5,14.5,240,52,22,43,0,0,0,0,1,1,1,1,1,1,0
Spicy Salmon Roll,439,70,7.8,1.2,0,21.5,3726.1,112.3,7.3,5.8,22.1,475,107,22,39,0,0,0,0,1,1,1,1,0,1,0
Spicy Salmon Roll Sample Box,403,64,7.1,1.1,0,13.9,2328.7,116.4,7,6.1,15.4,239,60,21,45,0,0,0,0,1,1,1,1,1,1,0
Spicy Tuna Roll,171,147,16.3,0.4,0,14.3,842.5,75.1,1.8,3.7,10,3,15,3,13,0,0,0,0,1,1,1,1,0,1,0
Spicy Tuna Roll Sample Box,270,102,11.3,0.7,0,10.3,886.9,97.7,4.2,5,9.3,3,13,12,32,0,0,0,0,1,1,1,1,1,1,0
Brown Calrose Rice,173,12,1.3,0.3,0,0,1.5,36.4,2.8,,3.6,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0
Chow Mein Noodles,147,19,2.1,0.3,0,0,944.4,27.3,1.9,3.4,8,36,27,3,7,0,1,0,0,1,1,0,0,0,0,0
Sticky Rice,144,3,0.3,0.1,0,0,7.4,31.2,1.5,0.1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Young Chow Vegetable Fried Rice,121,50,5.5,1.1,0.1,50.9,311.9,13.7,0.8,1.2,3.8,36,2,2,5,1,0,0,0,1,1,1,1,0,0,0
Apple Spritzer,164,0,0,0,0,0,18.2,41.8,0,38.8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Orange Spritzer,169,0,0,0,0,0,14.1,39.5,0,35.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hot Green Tea,0,0,0,0,0,0,1.1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Apple Juice,82,2,0.2,0,0,0,7.1,20,0.4,17.1,0.2,0,114,1,1,0,1,0,0,0,0,0,0,0,0,0
Chocolate Milk,199,29,3.2,1.9,0.1,9.5,192.8,33,1.6,31.4,10.2,12,5,37,5,1,0,0,0,0,0,1,0,0,0,0
Fat-Free Milk,129,7,0.8,0.5,0,6.3,186,17.5,0,13.9,12.5,13,6,45,1,1,0,0,0,0,0,1,0,0,0,0
Low-Fat Milk,161,55,6.1,3.8,0.2,25.3,164.3,15.7,0,13.9,11,13,5,40,1,1,0,0,0,0,0,1,0,0,0,0
Orange Juice,111,3,0.4,0,0,0,9.5,26,0.7,20.7,1.6,8,119,2,1,0,1,0,0,0,0,0,0,0,0,0
Vanilla Soy Milk,128,37,4.1,0.5,0,0,120.8,14.9,1.4,9.4,7.7,0,0,6,8,0,1,0,0,0,1,0,0,0,0,0
Green Milk Tea Boba,377,77,8.5,8.2,0,0,25.3,69.5,0.2,43.5,2.1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0
Green Milk Tea Boba,753,154,17.1,16.4,0,0,50.7,138.9,0.4,87,4.2,0,0,3,3,1,0,0,0,0,1,1,0,0,0,0
Horchata Boba,307,0,0,0,0,0,3.6,75.8,0.1,69.5,0,0,26,1,1,1,0,0,0,0,0,1,0,0,0,0
Horchata Boba,613,0,0,0,0,0,7.1,151.5,0.1,139,0.1,0,52,2,2,1,0,0,0,0,0,1,0,0,0,0
Milk Tea Boba,400,91,10.1,9.9,0,0,16.5,76.4,0.1,53.2,2.3,0,0,7,9,1,0,0,0,0,1,1,0,0,0,0
Milk Tea Boba,799,182,20.2,19.9,0,0,33,152.8,0.1,106.3,4.6,0,0,15,18,1,0,0,0,0,1,1,0,0,0,0
Taro Boba Drink,382,68,7.6,7.1,0,0,60.2,79.7,0,65.2,1,0,1,4,7,1,0,0,0,0,1,1,0,0,0,0
Taro Boba Drink,765,136,15.1,14.1,0,0,120.5,159.5,0.1,130.3,2.1,0,2,8,15,1,0,0,0,0,1,1,0,0,0,0
Thai Tea Boba,304,26,2.9,1.8,0.1,11.2,50.3,69.9,0.1,50.9,3,2,1,12,6,1,0,0,0,0,0,1,0,0,0,0
Thai Tea Boba,609,52,5.7,3.6,0.2,22.5,100.5,139.9,0.1,101.8,6.1,5,3,24,12,1,0,0,0,0,0,1,0,0,0,0
Vietnamese Coffee Boba,213,58,6.4,4.1,0,23,91,30.1,0.1,22,7.4,4,0,24,1,1,0,0,0,0,0,1,0,0,0,0
Vietnamese Coffee Boba,425,116,12.9,8.3,0,46,182,60.2,0.1,44,14.8,7,0,48,2,1,0,0,0,0,0,1,0,0,0,0
Watermelon Water,132,2,0.2,0,0,0,1.2,34.7,0.5,33.2,0.7,13,16,1,5,0,1,0,0,0,0,0,0,0,0,0
Watermelon Water,264,3,0.4,0,0,0,2.3,69.5,0.9,66.3,1.4,27,31,2,10,0,1,0,0,0,0,0,0,0,0,0
Agua de Jamaica,44,0,0,0,0,0,9.9,11,0,11,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0
Agua de Jamaica,88,0,0,0,0,0,19.7,21.9,0,21.9,0,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0
Agua de Tamarindo,84,1,0.1,0,0,0,6.7,21.9,0.9,,0.5,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0
Agua de Tamarindo,168,2,0.2,0.1,0,0,13.3,43.8,1.8,,1,0,2,3,6,0,1,0,0,0,0,0,0,0,0,0
Cookies & Cream Delight Boba,617,185,20.5,14.4,0,0,523.4,101.6,3.4,61.7,6,0,0,8,9,1,0,0,0,1,1,1,0,0,0,0
Cookies & Cream Delight Boba,1234,369,41,28.8,0,0,1046.9,203.2,6.8,123.4,12,0,0,16,17,1,0,0,0,1,1,1,0,0,0,0
Cucumber & Lime Fresca Boba,82,0,0.1,0,0,0,4.5,20.9,0.3,13.6,0.3,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0
Cucumber & Lime Fresca Boba,164,1,0.1,0,0,0,9,41.7,0.6,27.2,0.6,2,7,4,4,1,0,0,0,0,0,0,0,0,0,0
Lemonade,194,3,0.3,0,0,0,1.9,53.3,1,47.7,0.5,2,76,2,8,0,1,0,0,0,0,0,0,0,0,0
Lemonade,389,5,0.6,0.1,0,0,3.8,106.7,1.9,95.5,1.1,4,152,3,15,0,1,0,0,0,0,0,0,0,0,0
Mango Boba Drink,328,77,8.5,8.5,0,0,1.4,58.7,0,39.1,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0
Mango Boba Drink,655,153,17,17,0,0,2.9,117.3,0.1,78.3,0,0,0,1,10,1,0,0,0,0,1,1,0,0,0,0
Strawberry Lemonade Boba,386,0,0,0,0,0,13.6,97.9,0.6,87,0.3,1,21,2,1,1,0,0,0,0,0,0,0,0,0,0
Strawberry Lemonade Boba,772,1,0.1,0,0,0,27.1,195.8,1.3,174.1,0.5,2,42,4,3,1,0,0,0,0,0,0,0,0,0,0
Strawberry N' Cream Boba,418,83,9.2,8.7,0,1.2,10.8,85.6,0.6,62.8,1,0,23,2,6,1,0,0,0,0,1,1,0,0,0,0
Strawberry N' Cream Boba,835,167,18.5,17.4,0,2.4,21.6,171.1,1.2,125.6,2,0,47,4,12,1,0,0,0,0,1,1,0,0,0,0
Churros,683,332,36.8,10.1,0,17.2,786.4,99.2,3.7,35,10.8,0,0,0,2,1,0,0,0,1,1,1,1,0,0,0
Dessert Nachos w/ Ice Cream & Mango Sauce,824,360,39.9,14.2,0.5,96.8,515,107.4,6.2,41.2,12.6,17,16,29,14,1,0,0,0,1,1,1,1,0,0,0
Green Tea Waffle w/ Ice Cream,609,216,23.9,8.1,0.1,91.7,889,87.8,1.2,26.1,10.9,10,13,19,12,0,0,0,0,1,1,1,1,0,0,0
Huevos Rancheros,519,259,28.7,6.5,0.5,247.5,694.1,47.3,8.6,3.4,19.1,21,22,15,34,1,0,0,0,0,1,1,1,0,0,0
French Toast Breakfast,308,76,8.4,2.2,0,80.5,450.6,47.7,2.2,2.8,10.3,5,0,10,17,1,0,0,0,1,1,1,1,0,0,0
Pancake Breakfast,272,63,7,0.9,0,0,1006.9,45.8,2,8,8,0,0,20,16,1,0,0,0,1,1,1,0,0,0,0
Scrambled Eggs,22,15,1.6,0.5,0.1,40.8,21.3,0.2,0,0.2,1.5,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0
Breakfast Hash Brown,134,58,6.4,1,0,0,400.3,18.2,1.6,0.8,1.6,0,11,1,2,1,0,0,0,0,1,1,0,0,0,0
Bacon,169,120,13.3,4.4,0,33,676.4,0.4,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Sausage,147,111,12.3,4,0.1,36.4,324.9,0,0,0,8.4,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
Turkey Links (Breakfast Sausage),261,176,19.6,6.8,,71.4,746.7,0.6,0,0,19.3,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0
Bacon Egg & Tator Tot Burrito,860,425,47.1,14.1,0.7,369.9,1791.6,67,1.7,2.4,39.8,17,0,18,31,0,0,0,0,1,1,1,1,0,0,0
Chorizo & Egg Burrito,901,430,47.6,15.5,1.2,569.4,1415.9,74.3,9.1,5.3,43.8,22,11,17,40,0,0,0,0,1,1,1,1,0,0,0
Egg & Cheese Burrito,555,363,40.3,15.3,0.6,304.9,574,19.6,1.6,2.4,26.3,19,0,48,14,1,0,0,0,1,1,1,1,0,0,0
Vegetable & Egg Breakfast Burrito,734,364,40.4,12.2,1.1,527.9,1246.5,58.6,3.6,11.6,31.8,36,136,27,18,1,0,0,0,1,1,1,1,0,0,0
Cheese Quesadilla,430,254,28.2,16.2,,75.7,592.6,18.3,1.6,1.2,24,13,0,63,8,1,0,0,0,1,1,1,0,0,0,0
Chicken Quesadilla,805,366,40.6,19,0,172.6,1667.4,48.8,0.1,0.4,59.4,15,0,65,53,0,0,0,0,1,1,1,0,0,0,0
Shredded Beef Quesadilla,970,556,61.7,30,0,206.2,1902.7,40.9,1.8,2.2,62.1,13,0,65,26,0,0,0,0,1,1,1,0,0,0,0
Spinach & Mushroom Quesadilla,1005,468,51.9,20.9,0.2,85.4,2172.8,98.4,12.3,3.5,40.1,146,24,77,68,1,0,0,0,1,1,1,0,0,0,0
Steak Quesadilla,890,466,51.7,26,0,213.9,1690.1,40,0.9,6,62.6,13,0,65,63,0,0,0,0,1,1,1,0,0,0,0
Vegan Cheese Quesadilla,324,116,12.8,3.2,,0,719.3,37.8,1.6,20.9,13,25,0,52,7,0,1,0,0,1,1,0,0,0,0,0
Vegan Spinach Quesadilla,380,143,15.9,3.6,0,0,1032.6,43.5,4.9,21.5,16.7,278,20,69,32,0,1,0,0,1,1,0,0,0,0,0
BBQ Pork Bao Bun,161,66,7.3,2.9,,22,337.3,15.4,1.5,0.7,8.1,0,0,1,7,0,0,0,0,1,1,0,1,0,0,0
Vegetable Bao Bun,155,38,4.2,1.3,,15.3,373.2,22.7,,,6.5,10,,8,,0,0,0,0,1,1,0,0,0,0,0
Egg Drop Soup,85,20,2.3,0.7,0.1,48.5,154.2,13,0.2,0.4,2.6,5,1,1,2,1,0,0,0,1,1,1,1,0,0,0
Hot & Sour Soup,120,60,6.6,1.2,0.1,29.3,543.8,5.1,1.4,0.2,11.6,3,0,35,9,0,0,0,0,1,1,1,1,0,0,0
Rainbow Congee Rice Porridge,75,24,2.6,0.6,0,3.1,1042.8,10.4,0.4,0.7,2.3,19,4,1,3,0,0,0,0,1,1,1,0,0,0,0
Chicken Potsticker,57,23,2.5,0.8,0,4.6,126,6.2,0.5,0.7,2.3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Pork Potsticker,78,36,4,,0,5,84.4,7,0.2,0.6,2.6,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0
Vegetable Potsticker,28,0,0,0,0,,49.4,4.9,0,,1.2,,,,,1,0,0,0,1,1,0,0,0,0,0
Vegetable Egg Roll,9,2,0.2,0,,0,25.4,1.5,0.1,0.3,0.3,3,1,0,0,1,0,0,0,1,1,0,1,0,0,0
Steel-Cut Oatmeal Cup,212,34,3.8,0.8,0,0,216.3,40.8,6,0,9.1,0,0,3,29,0,1,0,0,0,0,0,0,0,0,0
Bagel w/ Cream Cheese,97,88,9.7,5.5,0.3,31.2,91,1.2,0,0.9,1.7,8,0,3,1,1,0,0,0,1,1,1,0,0,0,0
Cold Cereal,86,3,0.3,,,0,207.9,16.9,0.3,1.9,3.6,,0,0,17,1,0,0,0,0,0,0,0,0,0,0
Fruit Cup,102,4,0.4,0.1,0,0,16.9,26,2.1,22.1,1.6,47,99,2,3,0,1,0,0,0,0,0,0,0,0,0
Yogurt Parfait,446,54,6,1.5,0,15,280.5,82,1.7,57.5,19.1,1,21,2,7,1,0,0,1,1,0,1,0,0,0,0
Beef & Broccoli,131,42,4.7,1.2,0,25.3,476.6,12.7,1.6,1.4,9.9,30,78,3,6,0,0,0,0,1,1,0,1,0,0,0
Orange Chicken,403,191,21.1,5.6,0,117.2,403.8,24.8,0.4,12.1,27.4,2,3,3,12,0,0,0,0,1,1,0,0,0,0,0
Sweet & Sour Pork,120,32,3.6,1.2,0,19.4,190.7,14.7,0.5,5.9,7.2,8,40,2,7,0,0,0,0,1,0,0,1,0,0,0
Vegetable Stir-Fry,201,57,6.4,0.9,0,0,299.4,32.3,5.1,4.4,3.9,91,7,3,6,0,1,0,0,0,0,0,0,0,0,0
Baby Bok Choy & Tofu,189,103,11.4,1.6,0,0,489.8,11.5,4,3.3,14.1,2,2,48,12,0,1,0,0,1,1,0,0,0,0,0
Eggplant & Tofu w/ Spicy Garlic,220,73,8.1,1.2,0,0,938.6,26.5,4,16.7,13.3,5,34,51,15,0,1,0,0,1,1,0,0,0,0,0
Kung Pao Chicken,332,147,16.3,3.4,0,57.8,701,28.4,1.8,6.9,17.9,22,90,3,19,0,0,1,0,1,1,0,1,0,0,0
Honey-Glazed Walnut Shrimp,291,88,9.8,1.3,0,43.5,184.1,46.3,0.6,10.9,5.1,1,3,2,5,0,0,0,1,0,1,1,1,1,0,0
Tator Tots,201,91,10,1.9,0,0,527.4,25.1,2.5,1.3,2.5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Banana,117,4,0.4,0.1,0,0,1.3,29.9,3.4,16,1.4,2,19,1,2,0,1,0,0,0,0,0,0,0,0,0
Fuji Apple,59,2,0.2,0,0,0,1.1,15.6,2.7,11.8,0.3,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0
Orange,78,2,0.2,0,0,0,1.6,19.9,3.5,13.5,1.4,8,157,7,1,0,1,0,0,0,0,0,0,0,0,0
Brown Calrose Rice,116,8,0.9,0.2,0,0,1,24.3,1.9,,2.4,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0
Mexican Rice,137,60,6.6,0.9,0,0,389.8,17.6,0.2,0.5,1.8,1,1,1,4,0,1,0,0,0,1,0,0,0,0,0
Black Beans,178,7,0.7,0.2,0,0,127.6,31.9,11.7,0,11.9,0,0,4,24,0,1,0,0,0,0,0,0,0,0,0
Refried Beans,159,28,3.1,0.5,0,0,253.4,25.2,8.5,0.5,8.5,0,5,5,28,0,1,0,0,0,0,0,0,0,0,0
Tortilla Chips,180,61,6.8,0.7,0,0,28.1,27.9,3.9,0.5,3.6,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0
Apple Spritzer,164,0,0,0,0,0,18.2,41.8,0,38.8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Orange Spritzer,169,0,0,0,0,0,14.1,39.5,0,35.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Apple Juice,82,2,0.2,0,0,0,7.1,20,0.4,17.1,0.2,0,114,1,1,0,1,0,0,0,0,0,0,0,0,0
Chocolate Milk,199,29,3.2,1.9,0.1,9.5,192.8,33,1.6,31.4,10.2,12,5,37,5,1,0,0,0,0,0,1,0,0,0,0
Fat-Free Milk,129,7,0.8,0.5,0,6.3,186,17.5,0,13.9,12.5,13,6,45,1,1,0,0,0,0,0,1,0,0,0,0
Low-Fat Milk,161,55,6.1,3.8,0.2,25.3,164.3,15.7,0,13.9,11,13,5,40,1,1,0,0,0,0,0,1,0,0,0,0
Orange Juice,111,3,0.4,0,0,0,9.5,26,0.7,20.7,1.6,8,119,2,1,0,1,0,0,0,0,0,0,0,0,0
Vanilla Soy Milk,128,37,4.1,0.5,0,0,120.8,14.9,1.4,9.4,7.7,0,0,6,8,0,1,0,0,0,1,0,0,0,0,0
Hot Green Tea,0,0,0,0,0,0,1.1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
